taxonid
5232424
2485054
5231073
2498234
5229651
2481065
5232428
2498294
4352370
2485069
2482688
2485058
2498236
2485838
2480989
2498335
2482738
9399113
4848927
2480318
2481408
2481635
5232423
2483725
9685907
2480599
5739277
2480668
2481432
2481495
2480565
2481516
2481660
2481091
2481047
5231088
6065823
5229299
5229302
2481545
5229343
2481770
2481829
5229770
4374572
2381177
8697392
5220072
4360387
5860021
6515399
5229146
2480989
2481173
5232428
2498335
2498288
2485058
5229770
2498234
2481065
2498294
2482688
5231073
2481047
5229651
2498065
2485042
2485838
2498127
2480668
4848927
2485069
5229231
2498110
2485054
2498322
2482738
5232423
2483725
2481856
9685907
2480599
5232424
2481432
2498236
9399113
2481006
5229170
2480318
2480565
6065823
2481770
2498138
2480287
2481756
2481829
2481515
5231088
4352370
2483790
5232427
5229385
2485141
2480552
2481410
2481516
5229302
2481408
4360387
5220072
2381177
5860021
5229385
2481410
5232428
2485042
2485058
2481065
2485069
4848927
2498294
5232424
2480989
2481515
5188832
2481660
5229231
2482738
2481173
2481006
5229146
2498234
2498127
2498335
2498236
2498110
5229170
2485054
5229651
5232427
5231073
4352370
2498288
5229770
2485838
9685907
2481856
2482688
6065823
9399113
2481770
2498065
2481756
2498138
2485141
5231088
2481829
2480287
2480318
2498322
5232423
2483725
2481408
2481635
2480599
2481047
2480668
2480565
5739277
2481091
2481495
2481432
2480552
2483790
2481545
2481516
5220072
5229302
5229343
5229299
4374572
8697392
6515399
5860021
4360387
2381177
5232428
2481515
4352370
5232424
2481635
5229343
2481410
2481516
5232423
5229385
2498322
5739277
4848927
2498234
9399113
2481829
2480318
2485069
2481770
2483790
5229231
2481173
2481432
2480989
2481047
2481856
2485042
5188832
6515399
4360387
5860021
2481091
5229302
5229651
2485058
5231073
2481065
2498294
2481495
2485054
2482738
2483725
2481545
2481408
5229770
2498065
2498236
2485838
5231088
5229146
2482688
9685907
5220072
6065823
2498127
2498288
2480552
2480565
5229170
2498110
2481756
2480287
5229299
2498335
2498138
2480599
2480668
2481660
8697392
2381177
2481006
4374572
5229231
2481065
2485069
5229770
5229170
2498294
2498234
2481173
2480989
2498065
5232428
9685907
5229651
2481770
5229146
2498110
2485058
2482688
5231073
2481047
5232423
2481829
2485042
2498322
2482738
2483725
2480599
4848927
2481856
2485838
2485054
2480668
2498236
6065823
5232424
2480287
2480318
2481006
2498288
2481432
2498335
2480565
9399113
2498127
2481756
5229385
2481410
2481515
5231088
4352370
2498138
5232427
2480552
2485141
2483790
5229302
2481495
2481408
5188832
4374572
4360387
8697392
2381177
5860021
6515399
2481410
2485042
2485058
2480989
2481515
5232424
2482738
2481173
2498234
5232428
2485069
5229146
2498294
4352370
9685907
5231073
2498110
2481065
9399113
5229231
5229770
2485141
5229651
5231088
2482688
2498127
4848927
2481829
2498065
2480318
5232427
5229385
5232423
2498322
2481047
2481856
2485054
2498236
2481495
6065823
2481432
2481756
5220072
5739277
2481408
5229170
2480599
2498288
2480668
2481660
2481770
2485838
2481516
2481006
2481091
2481545
2480287
2498138
2483725
2483790
4374572
8697392
5188832
6515399
5229343
5229302
2481635
5860021
4360387
2480552
2498335
2381177
