taxonid
2481410
2485054
4848927
2481856
2498234
2480989
5232428
2483725
2481432
2481515
5232424
5229231
2485058
2481065
2482738
5231073
2483790
2485042
2481495
5229651
2498236
2498294
2485838
2481173
2481408
5229770
2481770
2482688
5229385
2485069
4352370
2498065
5232423
2481829
5739277
9399113
2498110
5229146
2481756
2481635
2480318
9685907
2498335
6065823
2498127
2481660
2498288
5231088
2480565
2481545
5229343
2481047
5229299
2498322
2480668
2480599
5229302
5188832
4374572
2481660
2498127
2481829
5229651
2498288
2481173
2498294
5229770
2498065
2481515
2498335
4848927
5232428
2498110
2498138
2481047
2480287
2481856
2480989
2480318
4352370
2481065
5232427
5232423
9685907
5231088
2485058
5232424
2498234
2481410
2498236
2485054
5229146
2482738
2485141
9399113
2481770
5229231
2481756
2485069
6065823
5231073
2481495
5739277
2481006
5229170
2483725
2480668
2481091
2481432
2480552
2485042
5229385
2498322
2481516
2485838
2482688
5229343
2481635
5229299
8697392
2481408
5229302
4374572
2480565
5220072
5188832
6515399
5860021
4360387
2481660
4848927
5232428
2481173
2485042
4352370
2481065
5229146
2480989
2481515
2481856
2480668
2485838
5232424
5229651
2498127
2481770
2498294
5229231
6065823
2483725
5229385
2481410
2498236
2485058
4374572
5232423
2498065
2498138
2498110
2481829
5229770
5231073
2480318
9685907
2481756
2498322
2498234
2485069
2498335
5188832
9399113
2483790
2482738
2482688
5739277
2481432
2481516
2480599
2485054
6515399
2481006
2481495
2480565
2481047
2481545
2481091
2480552
5229343
2481635
5229302
5231088
2498288
2481408
5229170
5229299
5232427
5220072
2480287
2381177
2485141
2481410
2481515
2485042
2498234
2485058
2481065
4848927
5229651
9399113
5231073
5229385
2481856
5229231
2485054
2481173
2481432
2480668
2498335
2480989
5231088
6065823
2498236
5232424
2481495
5229302
2481408
5188832
2381177
2481410
4848927
5229231
2481515
2481856
5232424
5739277
5229385
2481432
2481516
5229299
2481495
2481173
2498234
2480989
5229343
2481091
4352370
5232423
2481545
9399113
2483790
2483725
2485058
5229302
2485042
2482738
5232428
2498294
2481065
2481408
5188832
2381177
2485042
2485058
2481410
4848927
2481515
5229231
2481173
2498234
5232428
2485069
5229146
5232424
2498294
2480989
4352370
9685907
5231073
2498110
2481065
9399113
5229770
2485141
5229651
5231088
2482688
2498127
2481829
2498065
2480318
5232427
5229385
5232423
2481432
2480565
2481856
5220072
2481495
5739277
2485838
2481408
2498236
2481516
5229302
2482738
2485054
2480599
2483790
2480287
2481091
2498322
2498138
2483725
2481756
2481635
6065823
2481660
2480668
2481006
2481047
5229299
8697392
5229343
5229170
2498288
2481545
5188832
6515399
4360387
4374572
5860021
2481660
4848927
5232428
2481173
2485042
2481065
4352370
2480287
5229146
2480989
2481515
6065823
2481856
2480668
2485838
5232424
5229651
2498294
2481770
5229770
2480318
2498127
5229231
5231073
5229385
2498288
2481410
5229343
2481635
5232423
2483725
2498236
2485058
4374572
2481516
2498065
2498138
2498110
2481829
9685907
2481756
2498322
2498234
2485069
5739277
2498335
5188832
9399113
2483790
2482738
2482688
2481432
8697392
2480599
2485054
5220072
6515399
5232427
2481006
5229170
5231088
2485141
2481047
2480552
2481408
2480565
2481091
2481495
2481545
4360387
5860021
5229302
5229299
5232428
2480287
2498294
2481770
5229770
4848927
5229385
2481173
2481410
5232423
2481856
4352370
6065823
5232424
2485069
2480989
2481515
5188832
2480318
5229231
2481756
8697392
2482738
2498065
2498110
5220072
2498236
5229146
5232427
2481829
2498127
2481065
5229651
5231073
9399113
2498288
2481432
2485058
2498138
2485042
2498335
2485054
2498234
2482688
5739277
5229170
9685907
2485838
2481660
2480668
2485141
5231088
2481047
2498322
2481516
2481635
2483725
2481006
2480552
2481408
2480565
2480599
2481091
2481495
2483790
2481545
5229302
5229299
5229146
9685907
2481829
2480989
5232427
2498322
2482738
2485058
2480318
4374572
5231088
2485069
2480287
5232428
2481515
2481173
6065823
5229770
5229170
2498110
2481770
2481856
2498127
5229231
2498294
2481756
2498138
2481006
2481065
2498065
2483725
2498288
2480552
5229651
2482688
2481047
2480668
4848927
5229385
5232423
5232424
5231073
2498335
2485141
2498236
2481495
2481516
2481410
9399113
4352370
5229343
5739277
2498234
2480599
2481432
8697392
5229299
2481545
2485054
2481635
2481660
2481408
5229302
6515399
5188832
4360387
5220072
2381177
5860021
5229385
5188832
2481173
2481410
2481856
5229231
2481515
2485042
