gbifID,species,decimalLatitude,decimalLongitude,eventDate,geometry
3466465481,Lagenorhynchus australis,-53.254131,-70.805636,2022-01-17T16:50:00,POINT (-70.805636 -53.254131)
3698159102,Lagenorhynchus australis,-42.913618,-73.52064,2022-01-21T16:02:00,POINT (-73.52064 -42.913618)
3873463196,Lagenorhynchus australis,-41.81098,-73.492433,2022-02-27T13:36:00,POINT (-73.492433 -41.81098)
3947146493,Lagenorhynchus australis,-41.829999,-73.150278,2022-02-07T12:52:49,POINT (-73.150278 -41.829999)
3873091969,Lagenorhynchus australis,-39.949304,-73.588885,2022-03-10T18:53:00,POINT (-73.588885 -39.949304)
4059150301,Lagenorhynchus australis,-53.057001,-70.85186,2022-05-16T15:04:49,POINT (-70.85186 -53.057001)
3859312674,Lagenorhynchus australis,-42.683895,-73.544615,2022-06-25T18:38:01,POINT (-73.544615 -42.683895)
3866810301,Lagenorhynchus australis,-53.059277,-70.855701,2022-06-06T12:04:48,POINT (-70.855701 -53.059277)
3925145037,Lagenorhynchus australis,-42.919932,-72.98328,2022-09-29T14:44:00,POINT (-72.98328 -42.919932)
3986245156,Lagenorhynchus australis,-53.162063,-70.763711,2022-11-15T09:40:31,POINT (-70.763711 -53.162063)
4015354310,Lagenorhynchus australis,-53.504589,-70.94352,2022-11-14T15:15:00,POINT (-70.94352 -53.504589)
4021999952,Lagenorhynchus australis,-53.23256,-70.690214,2022-12-13T09:53:00,POINT (-70.690214 -53.23256)
4021952897,Lagenorhynchus australis,-53.23256,-70.690214,2022-12-13T09:55:00,POINT (-70.690214 -53.23256)
3079772350,Lagenorhynchus australis,-40.716892,-73.803264,2021-03-17T15:47:43,POINT (-73.803264 -40.716892)
3888882354,Lagenorhynchus australis,-53.134589,-70.861235,2021-05-30T17:20:56,POINT (-70.861235 -53.134589)
3321325385,Lagenorhynchus australis,-39.946724,-73.585511,2021-06-28T00:00:00,POINT (-73.585511 -39.946724)
3468874835,Lagenorhynchus australis,-42.90018,-73.512149,2021-10-30T16:14:16,POINT (-73.512149 -42.90018)
3418680301,Lagenorhynchus australis,-54.155499,-70.281762,2021-11-18T09:57:13,POINT (-70.281762 -54.155499)
3456591116,Lagenorhynchus australis,-53.035134,-70.664342,2020-01-07T13:37:00,POINT (-70.664342 -53.035134)
3716200877,Lagenorhynchus australis,-53.150384,-70.880485,2020-01-08T00:00:00,POINT (-70.880485 -53.150384)
3778514620,Lagenorhynchus australis,-55.131,-66.515,2020-01-06T19:38:00,POINT (-66.515 -55.131)
3778514400,Lagenorhynchus australis,-55.131,-66.515,2020-01-06T19:38:00,POINT (-66.515 -55.131)
2574125652,Lagenorhynchus australis,-41.514,-72.782,2020-01-30T09:34:00,POINT (-72.782 -41.514)
2603405180,Lagenorhynchus australis,-42.318177,-72.791976,2020-01-09T13:43:00,POINT (-72.791976 -42.318177)
3117169303,Lagenorhynchus australis,-53.742346,-70.96698,2020-02-16T15:42:03,POINT (-70.96698 -53.742346)
3090832629,Lagenorhynchus australis,-41.960417,-72.866415,2020-02-11T10:38:30,POINT (-72.866415 -41.960417)
3117169304,Lagenorhynchus australis,-50.822773,-73.749112,2020-03-13T14:27:05,POINT (-73.749112 -50.822773)
3747074377,Lagenorhynchus australis,-41.494983,-72.904073,2020-03-19T10:24:00,POINT (-72.904073 -41.494983)
2963892058,Lagenorhynchus australis,-50.821122,-73.758681,2020-03-13T14:39:00,POINT (-73.758681 -50.821122)
2963915086,Lagenorhynchus australis,-50.821214,-73.757238,2020-03-14T11:49:00,POINT (-73.757238 -50.821214)
2988371119,Lagenorhynchus australis,-50.821578,-73.775165,2020-03-13T14:39:43,POINT (-73.775165 -50.821578)
3039368524,Lagenorhynchus australis,-50.821578,-73.775165,2020-03-13T14:24:00,POINT (-73.775165 -50.821578)
2901539936,Lagenorhynchus australis,-47.673708,-75.098726,2020-07-17T15:24:00,POINT (-75.098726 -47.673708)
2873949241,Lagenorhynchus australis,-41.628352,-72.690588,2020-09-26T08:56:29,POINT (-72.690588 -41.628352)
2901612278,Lagenorhynchus australis,-55.976426,-67.406987,2020-10-22T00:44:13,POINT (-67.406987 -55.976426)
3039328883,Lagenorhynchus australis,-44.692833,-72.730346,2020-11-26T12:15:00,POINT (-72.730346 -44.692833)
2844302111,Lagenorhynchus australis,-55.606953,-66.521439,2019-01-08T00:00:00,POINT (-66.521439 -55.606953)
2841653088,Lagenorhynchus australis,-55.649391,-66.543297,2019-01-08T00:00:00,POINT (-66.543297 -55.649391)
2005312430,Lagenorhynchus australis,-53.145205,-70.8814,2019-01-23T01:03:21,POINT (-70.8814 -53.145205)
2252002925,Lagenorhynchus australis,-41.881123,-73.518241,2019-01-20T15:37:00,POINT (-73.518241 -41.881123)
3117169302,Lagenorhynchus australis,-46.141402,-75.368958,2019-01-24T12:07:33,POINT (-75.368958 -46.141402)
3117169301,Lagenorhynchus australis,-42.87251,-73.464696,2019-01-27T20:15:25,POINT (-73.464696 -42.87251)
2028443935,Lagenorhynchus australis,-53.391395,-70.981182,2019-02-21T00:00:00,POINT (-70.981182 -53.391395)
3119312591,Lagenorhynchus australis,-54.9228,-67.2303,2019-02-23T00:00:00,POINT (-67.2303 -54.9228)
4029222250,Lagenorhynchus australis,-55.812942,-68.926663,2019-03-03T14:29:00,POINT (-68.926663 -55.812942)
2236830427,Lagenorhynchus australis,-44.785,-73.316,2019-03-12T11:16:00,POINT (-73.316 -44.785)
3902142190,Lagenorhynchus australis,-53.33261,-70.490246,2019-04-24T09:32:00,POINT (-70.490246 -53.33261)
1986617000,Lagenorhynchus australis,-53.640415,-70.942721,2018-01-26T00:00:00,POINT (-70.942721 -53.640415)
2005364061,Lagenorhynchus australis,-41.815493,-73.49317,2018-01-15T00:00:00,POINT (-73.49317 -41.815493)
3117169305,Lagenorhynchus australis,-56.049667,-67.2775,2018-01-01T17:44:27,POINT (-67.2775 -56.049667)
3307491326,Lagenorhynchus australis,-53.329991,-70.942058,2018-01-19T15:44:00,POINT (-70.942058 -53.329991)
1883974185,Lagenorhynchus australis,-53.471363,-70.955116,2018-01-10T18:53:51,POINT (-70.955116 -53.471363)
2573869394,Lagenorhynchus australis,-40.450524,-73.748945,2018-06-03T17:12:00,POINT (-73.748945 -40.450524)
1993739314,Lagenorhynchus australis,-55.373299,-66.048537,2018-12-27T10:13:00,POINT (-66.048537 -55.373299)
2984406646,Lagenorhynchus australis,-55.996669,-67.182445,2018-12-26T18:57:00,POINT (-67.182445 -55.996669)
2836225237,Lagenorhynchus australis,-53.090826,-70.860402,2017-01-23T00:00:00,POINT (-70.860402 -53.090826)
2839854477,Lagenorhynchus australis,-53.153361,-70.881498,2017-01-23T00:00:00,POINT (-70.881498 -53.153361)
3724955623,Lagenorhynchus australis,-53.319403,-70.465837,2017-01-01T00:00:00,POINT (-70.465837 -53.319403)
2850713617,Lagenorhynchus australis,-53.550687,-70.774246,2017-01-27T20:43:00,POINT (-70.774246 -53.550687)
2850861060,Lagenorhynchus australis,-53.324219,-70.483007,2017-02-11T21:06:00,POINT (-70.483007 -53.324219)
2283138662,Lagenorhynchus australis,-53.107371,-70.878137,2017-03-22T08:19:59,POINT (-70.878137 -53.107371)
1586954778,Lagenorhynchus australis,-41.812565,-73.489463,2017-03-06T16:00:00,POINT (-73.489463 -41.812565)
1640057769,Lagenorhynchus australis,-43.050998,-73.453746,2017-08-27T01:57:48,POINT (-73.453746 -43.050998)
1883973857,Lagenorhynchus australis,-41.587395,-73.660326,2017-10-26T09:20:00,POINT (-73.660326 -41.587395)
2283138108,Lagenorhynchus australis,-41.925815,-74.035387,2017-11-05T17:03:38,POINT (-74.035387 -41.925815)
3859904264,Lagenorhynchus australis,-53.229238,-70.993973,2016-01-04T05:47:00,POINT (-70.993973 -53.229238)
1990486259,Lagenorhynchus australis,-53.319596,-70.469365,2016-01-20T12:16:00,POINT (-70.469365 -53.319596)
1990486284,Lagenorhynchus australis,-53.307328,-70.501051,2016-01-20T12:21:00,POINT (-70.501051 -53.307328)
1802647812,Lagenorhynchus australis,-42.489254,-73.759667,2016-01-24T19:33:00,POINT (-73.759667 -42.489254)
3785730716,Lagenorhynchus australis,-44.0,-72.0,2016-02-02T00:00:00,POINT (-72 -44)
1265539653,Lagenorhynchus australis,-53.317578,-70.447792,2016-03-12T05:53:42,POINT (-70.447792 -53.317578)
4046593302,Lagenorhynchus australis,-53.140592,-70.872995,2016-03-14T09:38:45,POINT (-70.872995 -53.140592)
1265541062,Lagenorhynchus australis,-53.149035,-70.832462,2016-03-14T09:45:03,POINT (-70.832462 -53.149035)
1563413478,Lagenorhynchus australis,-53.31758,-70.44779,2016-03-12T00:00:00,POINT (-70.44779 -53.31758)
1563413495,Lagenorhynchus australis,-53.14903,-70.83246,2016-03-14T00:00:00,POINT (-70.83246 -53.14903)
3963275174,Lagenorhynchus australis,-53.32611,-70.430536,2016-04-08T14:38:56,POINT (-70.430536 -53.32611)
1563413353,Lagenorhynchus australis,-41.513764,-72.781119,2016-06-21T00:00:00,POINT (-72.781119 -41.513764)
2840008636,Lagenorhynchus australis,-53.147775,-70.861507,2016-08-19T00:00:00,POINT (-70.861507 -53.147775)
2842365099,Lagenorhynchus australis,-55.973199,-66.904294,2016-12-16T00:00:00,POINT (-66.904294 -55.973199)
2832894299,Lagenorhynchus australis,-53.206447,-70.93002,2016-12-30T00:00:00,POINT (-70.93002 -53.206447)
2423260900,Lagenorhynchus australis,-55.899513,-66.348186,2016-12-16T00:00:00,POINT (-66.348186 -55.899513)
3785730638,Lagenorhynchus australis,-43.758056,-72.965556,2016-01-01T00:00:00,POINT (-72.965556 -43.758056)
1563413414,Lagenorhynchus australis,-44.749169,-72.725211,2015-01-25T00:00:00,POINT (-72.725211 -44.749169)
3724266035,Lagenorhynchus australis,-53.324252,-70.469224,2015-02-18T00:00:00,POINT (-70.469224 -53.324252)
3889293747,Lagenorhynchus australis,-53.588817,-70.759749,2015-12-31T11:40:00,POINT (-70.759749 -53.588817)
1563413352,Lagenorhynchus australis,-41.490133,-72.899611,2015-12-14T00:00:00,POINT (-72.899611 -41.490133)
