gbifID,species,decimalLatitude,decimalLongitude,eventDate,geometry
3499391265,Eudyptes chrysocome,-55.882874,-66.770294,2022-01-23T08:20:00,POINT (-66.770294 -55.882874)
3994067829,Eudyptes chrysocome,-55.234465,-66.275242,2022-12-08T12:16:00,POINT (-66.275242 -55.234465)
3598318421,Eudyptes chrysocome,-52.919254,-70.57495,2021-01-23T00:00:00,POINT (-70.57495 -52.919254)
3509448934,Eudyptes chrysocome,-53.658527,-72.2621,2021-02-21T00:00:00,POINT (-72.2621 -53.658527)
3538375090,Eudyptes chrysocome,-53.658527,-72.2621,2021-02-07T00:00:00,POINT (-72.2621 -53.658527)
3515865056,Eudyptes chrysocome,-53.23399,-70.677795,2021-04-01T00:00:00,POINT (-70.677795 -53.23399)
3689148430,Eudyptes chrysocome,-54.408283,-69.62338,2021-11-08T00:00:00,POINT (-69.62338 -54.408283)
3571214054,Eudyptes chrysocome,-42.112297,-74.036,2021-12-11T00:00:00,POINT (-74.036 -42.112297)
3638110778,Eudyptes chrysocome,-57.49794,-65.09853,2021-12-08T00:00:00,POINT (-65.09853 -57.49794)
3665451557,Eudyptes chrysocome,-56.94648,-65.40557,2021-12-08T00:00:00,POINT (-65.40557 -56.94648)
3646397059,Eudyptes chrysocome,-56.60825,-65.58861,2021-12-08T00:00:00,POINT (-65.58861 -56.60825)
3688389520,Eudyptes chrysocome,-56.48842,-65.64661,2021-12-08T00:00:00,POINT (-65.64661 -56.48842)
3631769695,Eudyptes chrysocome,-57.88783,-62.846676,2021-12-20T00:00:00,POINT (-62.846676 -57.88783)
3635485433,Eudyptes chrysocome,-55.762924,-67.53958,2021-12-18T00:00:00,POINT (-67.53958 -55.762924)
2845033082,Eudyptes chrysocome,-52.918605,-70.57596,2020-01-05T00:00:00,POINT (-70.57596 -52.918605)
3018029242,Eudyptes chrysocome,-52.910094,-70.472631,2020-01-05T08:54:00,POINT (-70.472631 -52.910094)
3639163032,Eudyptes chrysocome,-32.919502,-71.51278,2020-01-20T00:00:00,POINT (-71.51278 -32.919502)
3219231161,Eudyptes chrysocome,-52.92024,-70.57596,2020-01-05T00:00:00,POINT (-70.57596 -52.92024)
3137843685,Eudyptes chrysocome,-55.960728,-66.75964,2020-01-10T00:00:00,POINT (-66.75964 -55.960728)
3145995020,Eudyptes chrysocome,-55.964767,-67.225044,2020-01-05T00:00:00,POINT (-67.225044 -55.964767)
3145822348,Eudyptes chrysocome,-52.92024,-70.57596,2020-01-20T00:00:00,POINT (-70.57596 -52.92024)
3223909894,Eudyptes chrysocome,-56.527508,-66.775345,2020-01-31T00:00:00,POINT (-66.775345 -56.527508)
3141703406,Eudyptes chrysocome,-52.92176,-70.57622,2020-01-09T00:00:00,POINT (-70.57622 -52.92176)
3219640156,Eudyptes chrysocome,-56.527508,-66.775345,2020-01-31T00:00:00,POINT (-66.775345 -56.527508)
3227146094,Eudyptes chrysocome,-56.527508,-66.775345,2020-01-31T00:00:00,POINT (-66.775345 -56.527508)
3219814084,Eudyptes chrysocome,-56.527508,-66.775345,2020-01-31T00:00:00,POINT (-66.775345 -56.527508)
3138847248,Eudyptes chrysocome,-56.527508,-66.775345,2020-01-31T00:00:00,POINT (-66.775345 -56.527508)
3135739591,Eudyptes chrysocome,-55.94701,-67.27348,2020-02-07T00:00:00,POINT (-67.27348 -55.94701)
3218818691,Eudyptes chrysocome,-55.94701,-67.27348,2020-02-07T00:00:00,POINT (-67.27348 -55.94701)
3220974270,Eudyptes chrysocome,-57.067963,-64.66929,2020-02-20T00:00:00,POINT (-64.66929 -57.067963)
3149427129,Eudyptes chrysocome,-52.92024,-70.57596,2020-02-12T00:00:00,POINT (-70.57596 -52.92024)
3158267104,Eudyptes chrysocome,-56.04986,-67.25409,2020-02-15T00:00:00,POINT (-67.25409 -56.04986)
3146298748,Eudyptes chrysocome,-52.92024,-70.57596,2020-02-14T00:00:00,POINT (-70.57596 -52.92024)
3583403579,Eudyptes chrysocome,-52.92024,-70.57596,2020-03-05T00:00:00,POINT (-70.57596 -52.92024)
2665069546,Eudyptes chrysocome,-52.92024,-70.57596,2019-01-07T00:00:00,POINT (-70.57596 -52.92024)
2745158413,Eudyptes chrysocome,-57.336975,-64.48125,2019-01-23T00:00:00,POINT (-64.48125 -57.336975)
2769007703,Eudyptes chrysocome,-55.964767,-67.225044,2019-01-17T00:00:00,POINT (-67.225044 -55.964767)
2668955759,Eudyptes chrysocome,-55.964767,-67.225044,2019-01-17T00:00:00,POINT (-67.225044 -55.964767)
2656554094,Eudyptes chrysocome,-55.890476,-66.80225,2019-01-31T00:00:00,POINT (-66.80225 -55.890476)
2664713317,Eudyptes chrysocome,-55.23753,-66.362526,2019-01-31T00:00:00,POINT (-66.362526 -55.23753)
2746770291,Eudyptes chrysocome,-57.170097,-64.452065,2019-01-26T00:00:00,POINT (-64.452065 -57.170097)
2658899818,Eudyptes chrysocome,-55.964767,-67.225044,2019-01-17T00:00:00,POINT (-67.225044 -55.964767)
2543066535,Eudyptes chrysocome,-52.867042,-70.573977,2019-11-18T08:59:00,POINT (-70.573977 -52.867042)
3259677380,Eudyptes chrysocome,-57.863705,-67.4215,2019-11-22T00:00:00,POINT (-67.4215 -57.863705)
3296178501,Eudyptes chrysocome,-52.92024,-70.57596,2019-11-21T00:00:00,POINT (-70.57596 -52.92024)
2718217273,Eudyptes chrysocome,-52.92024,-70.57596,2019-11-08T00:00:00,POINT (-70.57596 -52.92024)
2718884562,Eudyptes chrysocome,-52.92024,-70.57596,2019-11-11T00:00:00,POINT (-70.57596 -52.92024)
2776865130,Eudyptes chrysocome,-52.92024,-70.57596,2019-11-11T00:00:00,POINT (-70.57596 -52.92024)
2708651323,Eudyptes chrysocome,-52.92024,-70.57596,2019-11-11T00:00:00,POINT (-70.57596 -52.92024)
2711361344,Eudyptes chrysocome,-52.92024,-70.57596,2019-11-15T00:00:00,POINT (-70.57596 -52.92024)
2787651126,Eudyptes chrysocome,-52.91865,-70.56913,2019-11-17T00:00:00,POINT (-70.56913 -52.91865)
2767832171,Eudyptes chrysocome,-52.92024,-70.57596,2019-11-18T00:00:00,POINT (-70.57596 -52.92024)
2721675476,Eudyptes chrysocome,-56.566696,-68.63191,2019-11-21T00:00:00,POINT (-68.63191 -56.566696)
2799018326,Eudyptes chrysocome,-52.92024,-70.57596,2019-11-26T00:00:00,POINT (-70.57596 -52.92024)
2711658968,Eudyptes chrysocome,-52.92024,-70.57596,2019-11-11T00:00:00,POINT (-70.57596 -52.92024)
2794062626,Eudyptes chrysocome,-56.74191,-68.57729,2019-11-29T00:00:00,POINT (-68.57729 -56.74191)
2722966833,Eudyptes chrysocome,-54.25955,-72.64822,2019-11-28T00:00:00,POINT (-72.64822 -54.25955)
2762202176,Eudyptes chrysocome,-54.471924,-72.97961,2019-11-28T00:00:00,POINT (-72.97961 -54.471924)
2791326096,Eudyptes chrysocome,-54.471924,-72.97961,2019-11-28T00:00:00,POINT (-72.97961 -54.471924)
2765467980,Eudyptes chrysocome,-54.25955,-72.64822,2019-11-28T00:00:00,POINT (-72.64822 -54.25955)
2788141118,Eudyptes chrysocome,-54.487125,-72.98305,2019-11-28T00:00:00,POINT (-72.98305 -54.487125)
2779826288,Eudyptes chrysocome,-54.455444,-73.05306,2019-11-28T00:00:00,POINT (-73.05306 -54.455444)
2766385356,Eudyptes chrysocome,-54.118332,-72.45509,2019-11-29T00:00:00,POINT (-72.45509 -54.118332)
2704139248,Eudyptes chrysocome,-54.455444,-73.05306,2019-11-28T00:00:00,POINT (-73.05306 -54.455444)
2719565051,Eudyptes chrysocome,-54.487125,-72.98305,2019-11-28T00:00:00,POINT (-72.98305 -54.487125)
2787343049,Eudyptes chrysocome,-54.490074,-73.02647,2019-11-28T00:00:00,POINT (-73.02647 -54.490074)
2785526366,Eudyptes chrysocome,-54.257694,-72.64826,2019-11-28T00:00:00,POINT (-72.64826 -54.257694)
2794088262,Eudyptes chrysocome,-54.45183,-73.04478,2019-11-28T00:00:00,POINT (-73.04478 -54.45183)
2721709068,Eudyptes chrysocome,-54.490074,-73.02647,2019-11-28T00:00:00,POINT (-73.02647 -54.490074)
2721230247,Eudyptes chrysocome,-54.133453,-72.46853,2019-11-29T00:00:00,POINT (-72.46853 -54.133453)
2773523323,Eudyptes chrysocome,-54.118332,-72.45509,2019-11-29T00:00:00,POINT (-72.45509 -54.118332)
2725189966,Eudyptes chrysocome,-56.481453,-68.7236,2019-11-14T00:00:00,POINT (-68.7236 -56.481453)
2772048504,Eudyptes chrysocome,-52.92024,-70.57596,2019-11-13T00:00:00,POINT (-70.57596 -52.92024)
2711147829,Eudyptes chrysocome,-54.45882,-72.95867,2019-11-28T00:00:00,POINT (-72.95867 -54.45882)
2711568925,Eudyptes chrysocome,-54.45882,-72.95867,2019-11-28T00:00:00,POINT (-72.95867 -54.45882)
2797984893,Eudyptes chrysocome,-54.45882,-72.95867,2019-11-28T00:00:00,POINT (-72.95867 -54.45882)
2779781802,Eudyptes chrysocome,-55.187325,-66.55552,2019-12-02T00:00:00,POINT (-66.55552 -55.187325)
2797035354,Eudyptes chrysocome,-56.078167,-66.68701,2019-12-01T00:00:00,POINT (-66.68701 -56.078167)
2710668153,Eudyptes chrysocome,-56.23517,-67.17235,2019-12-20T00:00:00,POINT (-67.17235 -56.23517)
2798950156,Eudyptes chrysocome,-52.92024,-70.57596,2019-12-15T00:00:00,POINT (-70.57596 -52.92024)
3216203429,Eudyptes chrysocome,-52.92024,-70.57596,2018-01-27T00:00:00,POINT (-70.57596 -52.92024)
2118439222,Eudyptes chrysocome,-56.914948,-66.859085,2018-01-06T00:00:00,POINT (-66.859085 -56.914948)
2118793736,Eudyptes chrysocome,-55.813004,-66.799065,2018-01-05T00:00:00,POINT (-66.799065 -55.813004)
2725190714,Eudyptes chrysocome,-55.964767,-67.225044,2018-01-13T00:00:00,POINT (-67.225044 -55.964767)
3212587518,Eudyptes chrysocome,-52.92024,-70.57596,2018-02-08T00:00:00,POINT (-70.57596 -52.92024)
2145950547,Eudyptes chrysocome,-56.481453,-68.7236,2018-03-28T00:00:00,POINT (-68.7236 -56.481453)
2170220858,Eudyptes chrysocome,-56.481453,-68.7236,2018-03-29T00:00:00,POINT (-68.7236 -56.481453)
2212493953,Eudyptes chrysocome,-56.481453,-68.7236,2018-04-01T00:00:00,POINT (-68.7236 -56.481453)
2216860898,Eudyptes chrysocome,-52.92024,-70.57596,2018-11-14T00:00:00,POINT (-70.57596 -52.92024)
2206470837,Eudyptes chrysocome,-52.92024,-70.57596,2018-11-22T00:00:00,POINT (-70.57596 -52.92024)
2225964289,Eudyptes chrysocome,-52.92024,-70.57596,2018-11-14T00:00:00,POINT (-70.57596 -52.92024)
2233279098,Eudyptes chrysocome,-52.92024,-70.57596,2018-11-14T00:00:00,POINT (-70.57596 -52.92024)
2227044215,Eudyptes chrysocome,-56.078167,-66.68701,2018-12-31T00:00:00,POINT (-66.68701 -56.078167)
2220021639,Eudyptes chrysocome,-55.944588,-67.27718,2018-12-28T00:00:00,POINT (-67.27718 -55.944588)
2042543460,Eudyptes chrysocome,-55.66111,-66.452774,2017-01-23T00:00:00,POINT (-66.452774 -55.66111)
2036769207,Eudyptes chrysocome,-55.441666,-66.40833,2017-01-13T00:00:00,POINT (-66.40833 -55.441666)
2031220398,Eudyptes chrysocome,-55.98,-67.253334,2017-01-23T00:00:00,POINT (-67.253334 -55.98)
2031427876,Eudyptes chrysocome,-57.881252,-63.987415,2017-02-03T00:00:00,POINT (-63.987415 -57.881252)
2031429147,Eudyptes chrysocome,-56.79954,-66.658325,2017-02-09T00:00:00,POINT (-66.658325 -56.79954)
2793036063,Eudyptes chrysocome,-56.481453,-68.7236,2017-02-06T00:00:00,POINT (-68.7236 -56.481453)
2035119973,Eudyptes chrysocome,-58.793846,-64.07762,2017-03-04T00:00:00,POINT (-64.07762 -58.793846)
2040218506,Eudyptes chrysocome,-56.078167,-66.68701,2017-03-07T00:00:00,POINT (-66.68701 -56.078167)
2714455691,Eudyptes chrysocome,-56.078167,-66.68701,2017-11-24T00:00:00,POINT (-66.68701 -56.078167)
2101115976,Eudyptes chrysocome,-55.889473,-66.81928,2017-12-28T00:00:00,POINT (-66.81928 -55.889473)
2123357309,Eudyptes chrysocome,-55.813107,-66.69148,2017-12-28T00:00:00,POINT (-66.69148 -55.813107)
2118805414,Eudyptes chrysocome,-55.44878,-67.053894,2017-12-29T00:00:00,POINT (-67.053894 -55.44878)
2123765126,Eudyptes chrysocome,-55.41076,-67.33345,2017-12-25T00:00:00,POINT (-67.33345 -55.41076)
2133251397,Eudyptes chrysocome,-55.41682,-67.18077,2017-12-25T00:00:00,POINT (-67.18077 -55.41682)
3690069013,Eudyptes chrysocome,-56.0058,-65.6377,2016-01-09T00:00:00,POINT (-65.6377 -56.0058)
1711108438,Eudyptes chrysocome,-55.98203,-67.10203,2016-01-17T00:00:00,POINT (-67.10203 -55.98203)
1711097813,Eudyptes chrysocome,-55.917854,-66.82679,2016-01-17T00:00:00,POINT (-66.82679 -55.917854)
1712148301,Eudyptes chrysocome,-56.763718,-65.52936,2016-01-26T00:00:00,POINT (-65.52936 -56.763718)
1712141631,Eudyptes chrysocome,-56.909836,-65.37864,2016-01-26T00:00:00,POINT (-65.37864 -56.909836)
1712262054,Eudyptes chrysocome,-55.7351,-66.27956,2016-01-26T00:00:00,POINT (-66.27956 -55.7351)
1712337011,Eudyptes chrysocome,-55.659595,-66.29001,2016-01-26T00:00:00,POINT (-66.29001 -55.659595)
1712334900,Eudyptes chrysocome,-56.43134,-65.88969,2016-01-26T00:00:00,POINT (-65.88969 -56.43134)
