gbifID,species,decimalLatitude,decimalLongitude,phylumKey,classKey,orderKey,familyKey,geodeticDatum,eventDate,geometry
3698173048,Falco peregrinus,-38.377501,-71.541936,44,212,7191407,5240,WGS84,2022-02-07T15:06:00,POINT (-71.541936 -38.377501)
3743086091,Falco peregrinus,-33.395363,-70.535566,44,212,7191407,5240,WGS84,2022-03-16T09:29:04,POINT (-70.535566 -33.395363)
3747209979,Falco peregrinus,-29.960068,-71.332527,44,212,7191407,5240,WGS84,2022-03-22T12:58:47,POINT (-71.332527 -29.960068)
3760030471,Falco peregrinus,-23.701674,-70.408162,44,212,7191407,5240,WGS84,2022-03-20T16:45:00,POINT (-70.408162 -23.701674)
4039205259,Falco peregrinus,-18.547384,-70.329713,44,212,7191407,5240,WGS84,2022-03-31T04:49:00,POINT (-70.329713 -18.547384)
4075861593,Falco peregrinus,-33.585161,-71.047729,44,212,7191407,5240,WGS84,2022-05-30T14:07:00,POINT (-71.047729 -33.585161)
3923345366,Falco peregrinus,-40.574802,-73.136108,44,212,7191407,5240,WGS84,2022-06-09T16:45:12,POINT (-73.136108 -40.574802)
3903062832,Falco peregrinus,-33.544413,-70.529916,44,212,7191407,5240,WGS84,2022-08-29T11:26:00,POINT (-70.529916 -33.544413)
3994953994,Falco peregrinus,-33.3485,-70.5843,44,212,7191407,5240,WGS84,2022-09-29T00:00:00,POINT (-70.5843 -33.3485)
3985955466,Falco peregrinus,-40.574817,-73.135815,44,212,7191407,5240,WGS84,2022-11-20T11:55:49,POINT (-73.135815 -40.574817)
3994047103,Falco peregrinus,-33.366995,-70.304081,44,212,7191407,5240,WGS84,2022-12-09T10:37:00,POINT (-70.304081 -33.366995)
3902930870,Falco peregrinus,-29.571791,-71.294571,44,212,7191407,5240,WGS84,2021-01-22T11:44:00,POINT (-71.294571 -29.571791)
3556070019,Falco peregrinus,-18.490765,-70.32913,44,212,7191407,5240,WGS84,2021-01-01T00:00:00,POINT (-70.32913 -18.490765)
3629102159,Falco peregrinus,-33.064285,-71.65931,44,212,7191407,5240,WGS84,2021-01-01T00:00:00,POINT (-71.65931 -33.064285)
3585787983,Falco peregrinus,-18.414524,-70.19669,44,212,7191407,5240,WGS84,2021-01-01T00:00:00,POINT (-70.19669 -18.414524)
3593906463,Falco peregrinus,-18.575274,-70.02359,44,212,7191407,5240,WGS84,2021-01-01T00:00:00,POINT (-70.02359 -18.575274)
3588532476,Falco peregrinus,-33.5766,-71.0444,44,212,7191407,5240,WGS84,2021-01-02T00:00:00,POINT (-71.0444 -33.5766)
3592350833,Falco peregrinus,-33.43452,-70.50285,44,212,7191407,5240,WGS84,2021-01-02T00:00:00,POINT (-70.50285 -33.43452)
3596885750,Falco peregrinus,-41.461193,-72.887436,44,212,7191407,5240,WGS84,2021-01-03T00:00:00,POINT (-72.887436 -41.461193)
3681607222,Falco peregrinus,-53.14439,-71.50524,44,212,7191407,5240,WGS84,2021-01-04T00:00:00,POINT (-71.50524 -53.14439)
3620766277,Falco peregrinus,-33.444633,-70.54683,44,212,7191407,5240,WGS84,2021-01-04T00:00:00,POINT (-70.54683 -33.444633)
3530977715,Falco peregrinus,-51.263386,-72.6611,44,212,7191407,5240,WGS84,2021-01-02T00:00:00,POINT (-72.6611 -51.263386)
3505290451,Falco peregrinus,-33.370068,-70.280304,44,212,7191407,5240,WGS84,2021-01-04T00:00:00,POINT (-70.280304 -33.370068)
3614545007,Falco peregrinus,-36.761833,-73.038445,44,212,7191407,5240,WGS84,2021-01-07T00:00:00,POINT (-73.038445 -36.761833)
3504835706,Falco peregrinus,-33.421635,-70.6349,44,212,7191407,5240,WGS84,2021-01-07T00:00:00,POINT (-70.6349 -33.421635)
3665886409,Falco peregrinus,-33.41792,-70.49172,44,212,7191407,5240,WGS84,2021-01-08T00:00:00,POINT (-70.49172 -33.41792)
3554516542,Falco peregrinus,-33.38643,-70.51515,44,212,7191407,5240,WGS84,2021-01-09T00:00:00,POINT (-70.51515 -33.38643)
3604575204,Falco peregrinus,-32.804737,-71.53865,44,212,7191407,5240,WGS84,2021-01-07T00:00:00,POINT (-71.53865 -32.804737)
3529446745,Falco peregrinus,-33.44533,-71.67855,44,212,7191407,5240,WGS84,2021-01-11T00:00:00,POINT (-71.67855 -33.44533)
3663547166,Falco peregrinus,-23.475567,-70.60775,44,212,7191407,5240,WGS84,2021-01-11T00:00:00,POINT (-70.60775 -23.475567)
3664130479,Falco peregrinus,-52.998047,-71.00281,44,212,7191407,5240,WGS84,2021-01-12T00:00:00,POINT (-71.00281 -52.998047)
3611355771,Falco peregrinus,-43.146423,-73.480675,44,212,7191407,5240,WGS84,2021-01-13T00:00:00,POINT (-73.480675 -43.146423)
3591248247,Falco peregrinus,-33.49703,-70.90885,44,212,7191407,5240,WGS84,2021-01-15T00:00:00,POINT (-70.90885 -33.49703)
3517954758,Falco peregrinus,-41.999123,-71.90857,44,212,7191407,5240,WGS84,2021-01-14T00:00:00,POINT (-71.90857 -41.999123)
3593160800,Falco peregrinus,-53.132706,-70.89473,44,212,7191407,5240,WGS84,2021-01-17T00:00:00,POINT (-70.89473 -53.132706)
3505230817,Falco peregrinus,-29.961702,-71.32182,44,212,7191407,5240,WGS84,2021-01-18T00:00:00,POINT (-71.32182 -29.961702)
3621022072,Falco peregrinus,-39.741676,-73.39386,44,212,7191407,5240,WGS84,2021-01-19T00:00:00,POINT (-73.39386 -39.741676)
3590842254,Falco peregrinus,-39.37619,-71.95342,44,212,7191407,5240,WGS84,2021-01-19T00:00:00,POINT (-71.95342 -39.37619)
3523978241,Falco peregrinus,-39.392048,-71.9589,44,212,7191407,5240,WGS84,2021-01-20T00:00:00,POINT (-71.9589 -39.392048)
3505447541,Falco peregrinus,-34.531982,-71.97129,44,212,7191407,5240,WGS84,2021-01-20T00:00:00,POINT (-71.97129 -34.531982)
3608757839,Falco peregrinus,-35.427246,-71.66439,44,212,7191407,5240,WGS84,2021-01-21T00:00:00,POINT (-71.66439 -35.427246)
3508519805,Falco peregrinus,-23.649555,-70.3949,44,212,7191407,5240,WGS84,2021-01-22T00:00:00,POINT (-70.3949 -23.649555)
3598816141,Falco peregrinus,-33.365982,-70.306595,44,212,7191407,5240,WGS84,2021-01-21T00:00:00,POINT (-70.306595 -33.365982)
