gbifID,species,decimalLatitude,decimalLongitude,eventDate,geometry
3456410496,Chroicocephalus maculipennis,-39.885817,-73.429475,2022-01-02T15:44:54,POINT (-73.429475 -39.885817)
3457176294,Chroicocephalus maculipennis,-39.64156,-72.337009,2022-01-10T19:58:16,POINT (-72.337009 -39.64156)
3457203491,Chroicocephalus maculipennis,-43.121003,-73.61112,2022-01-15T13:28:29,POINT (-73.61112 -43.121003)
3759064787,Chroicocephalus maculipennis,-33.203598,-70.823282,2022-01-09T07:23:00,POINT (-70.823282 -33.203598)
3759164791,Chroicocephalus maculipennis,-33.203598,-70.823282,2022-01-09T07:23:00,POINT (-70.823282 -33.203598)
3466323741,Chroicocephalus maculipennis,-36.131708,-72.806534,2022-01-04T17:18:00,POINT (-72.806534 -36.131708)
3465995104,Chroicocephalus maculipennis,-41.130436,-73.02713,2022-01-22T17:22:49,POINT (-73.02713 -41.130436)
3466506399,Chroicocephalus maculipennis,-43.140061,-73.619233,2022-01-24T17:27:24,POINT (-73.619233 -43.140061)
3466257521,Chroicocephalus maculipennis,-43.120868,-73.614093,2022-01-15T13:24:31,POINT (-73.614093 -43.120868)
3466283322,Chroicocephalus maculipennis,-42.439085,-73.602046,2022-01-31T16:26:21,POINT (-73.602046 -42.439085)
3466442160,Chroicocephalus maculipennis,-42.438831,-73.602206,2022-01-31T16:24:41,POINT (-73.602206 -42.438831)
3468775027,Chroicocephalus maculipennis,-41.691244,-72.645259,2022-01-19T11:20:00,POINT (-72.645259 -41.691244)
3468673958,Chroicocephalus maculipennis,-41.691244,-72.645259,2022-01-19T11:23:00,POINT (-72.645259 -41.691244)
3468708908,Chroicocephalus maculipennis,-41.82166,-72.76405,2022-01-19T13:40:00,POINT (-72.76405 -41.82166)
3802573394,Chroicocephalus maculipennis,-41.82166,-72.76405,2022-01-19T13:42:00,POINT (-72.76405 -41.82166)
3468767982,Chroicocephalus maculipennis,-41.82166,-72.76405,2022-01-19T13:43:00,POINT (-72.76405 -41.82166)
3888988386,Chroicocephalus maculipennis,-41.798536,-73.564443,2022-01-30T17:52:59,POINT (-73.564443 -41.798536)
3468778809,Chroicocephalus maculipennis,-41.813826,-73.500538,2022-01-22T09:33:00,POINT (-73.500538 -41.813826)
3468668934,Chroicocephalus maculipennis,-41.813826,-73.500538,2022-01-22T09:36:00,POINT (-73.500538 -41.813826)
3468972913,Chroicocephalus maculipennis,-36.809328,-73.173417,2022-01-27T13:25:00,POINT (-73.173417 -36.809328)
3469026319,Chroicocephalus maculipennis,-42.649922,-73.735844,2022-01-24T10:17:00,POINT (-73.735844 -42.649922)
3881681387,Chroicocephalus maculipennis,-42.649607,-73.736736,2022-01-24T15:48:00,POINT (-73.736736 -42.649607)
3698202898,Chroicocephalus maculipennis,-42.337835,-73.450624,2022-01-20T18:57:00,POINT (-73.450624 -42.337835)
3759386741,Chroicocephalus maculipennis,-39.876341,-73.39017,2022-01-28T20:30:00,POINT (-73.39017 -39.876341)
3860005666,Chroicocephalus maculipennis,-41.308572,-72.886509,2022-01-23T19:34:00,POINT (-72.886509 -41.308572)
