gbifID,species,decimalLatitude,decimalLongitude,phylumKey,classKey,orderKey,familyKey,geodeticDatum,eventDate,geometry
3858775809,Falco femoralis,-52.405015,-71.411482,44,212,7191407,5240,WGS84,2022-04-10T10:19:00,POINT (-71.411482 -52.405015)
3773694281,Falco femoralis,-33.207147,-70.82489,44,212,7191407,5240,WGS84,2022-05-07T10:04:00,POINT (-70.82489 -33.207147)
3873497778,Falco femoralis,-33.80508,-71.073316,44,212,7191407,5240,WGS84,2022-06-27T14:13:00,POINT (-71.073316 -33.80508)
3902770551,Falco femoralis,-33.704985,-71.631665,44,212,7191407,5240,WGS84,2022-08-20T12:27:00,POINT (-71.631665 -33.704985)
3902605004,Falco femoralis,-33.704985,-71.631665,44,212,7191407,5240,WGS84,2022-08-20T12:27:00,POINT (-71.631665 -33.704985)
4009912189,Falco femoralis,-18.218319,-69.315431,44,212,7191407,5240,WGS84,2022-12-01T14:31:00,POINT (-69.315431 -18.218319)
4009895235,Falco femoralis,-18.392008,-69.640693,44,212,7191407,5240,WGS84,2022-12-02T15:37:00,POINT (-69.640693 -18.392008)
4011620187,Falco femoralis,-19.227961,-68.841206,44,212,7191407,5240,WGS84,2022-12-25T19:17:00,POINT (-68.841206 -19.227961)
3586874065,Falco femoralis,-33.370068,-70.280304,44,212,7191407,5240,WGS84,2021-01-01T00:00:00,POINT (-70.280304 -33.370068)
3509020685,Falco femoralis,-40.62845,-73.11792,44,212,7191407,5240,WGS84,2021-01-01T00:00:00,POINT (-73.11792 -40.62845)
3504852037,Falco femoralis,-53.95125,-68.81522,44,212,7191407,5240,WGS84,2021-01-03T00:00:00,POINT (-68.81522 -53.95125)
3598679149,Falco femoralis,-41.466778,-72.9079,44,212,7191407,5240,WGS84,2021-01-04T00:00:00,POINT (-72.9079 -41.466778)
3623568190,Falco femoralis,-34.753407,-71.130135,44,212,7191407,5240,WGS84,2021-01-05T00:00:00,POINT (-71.130135 -34.753407)
3515846585,Falco femoralis,-32.8748,-71.508995,44,212,7191407,5240,WGS84,2021-01-07T00:00:00,POINT (-71.508995 -32.8748)
3506802555,Falco femoralis,-32.8748,-71.508995,44,212,7191407,5240,WGS84,2021-01-07T00:00:00,POINT (-71.508995 -32.8748)
3616544833,Falco femoralis,-29.859535,-71.26165,44,212,7191407,5240,WGS84,2021-01-08T00:00:00,POINT (-71.26165 -29.859535)
3505367547,Falco femoralis,-33.35987,-70.29042,44,212,7191407,5240,WGS84,2021-01-08T00:00:00,POINT (-70.29042 -33.35987)
3505765492,Falco femoralis,-32.893642,-71.5084,44,212,7191407,5240,WGS84,2021-01-11T00:00:00,POINT (-71.5084 -32.893642)
