gbifID,species,decimalLatitude,decimalLongitude,phylumKey,classKey,orderKey,familyKey,geodeticDatum,eventDate,geometry
3455748663,Chloephaga picta,-53.115303,-70.881736,44,212,1108,2986,WGS84,2022-01-16T16:47:30,POINT (-70.881736 -53.115303)
3455938249,Chloephaga picta,-51.073411,-73.093164,44,212,1108,2986,WGS84,2022-01-19T17:22:22,POINT (-73.093164 -51.073411)
3455927184,Chloephaga picta,-51.073394,-73.093078,44,212,1108,2986,WGS84,2022-01-19T07:02:43,POINT (-73.093078 -51.073394)
3456299735,Chloephaga picta,-51.072964,-73.09275,44,212,1108,2986,WGS84,2022-01-19T06:56:04,POINT (-73.09275 -51.072964)
3468991972,Chloephaga picta,-53.325641,-68.992609,44,212,1108,2986,WGS84,2022-01-19T09:04:18,POINT (-68.992609 -53.325641)
3499362751,Chloephaga picta,-35.169414,-70.545293,44,212,1108,2986,WGS84,2022-01-08T10:31:00,POINT (-70.545293 -35.169414)
3858419671,Chloephaga picta,-51.021799,-73.073043,44,212,1108,2986,WGS84,2022-01-09T12:29:23,POINT (-73.073043 -51.021799)
3747148512,Chloephaga picta,-38.64267,-71.655113,44,212,1108,2986,WGS84,2022-02-03T15:35:00,POINT (-71.655113 -38.64267)
3747300571,Chloephaga picta,-53.324705,-70.941993,44,212,1108,2986,WGS84,2022-02-28T14:39:00,POINT (-70.941993 -53.324705)
3712464669,Chloephaga picta,-52.919163,-70.575478,44,212,1108,2986,WGS84,2022-03-06T11:00:01,POINT (-70.575478 -52.919163)
3747040602,Chloephaga picta,-52.822201,-70.991947,44,212,1108,2986,WGS84,2022-03-01T10:08:00,POINT (-70.991947 -52.822201)
3747127328,Chloephaga picta,-53.445535,-69.302795,44,212,1108,2986,WGS84,2022-03-03T18:36:49,POINT (-69.302795 -53.445535)
3759888074,Chloephaga picta,-54.933137,-67.60415,44,212,1108,2986,WGS84,2022-03-27T08:10:11,POINT (-67.60415 -54.933137)
3859431949,Chloephaga picta,-51.736476,-72.506571,44,212,1108,2986,WGS84,2022-05-29T11:17:00,POINT (-72.506571 -51.736476)
3859407030,Chloephaga picta,-51.736476,-72.506571,44,212,1108,2986,WGS84,2022-05-29T11:18:00,POINT (-72.506571 -51.736476)
3859781047,Chloephaga picta,-53.123502,-70.89118,44,212,1108,2986,WGS84,2022-06-06T10:37:42,POINT (-70.89118 -53.123502)
3860488594,Chloephaga picta,-53.014675,-70.821149,44,212,1108,2986,WGS84,2022-06-10T12:36:00,POINT (-70.821149 -53.014675)
4076274226,Chloephaga picta,-51.484488,-72.488673,44,212,1108,2986,WGS84,2022-07-17T00:00:00,POINT (-72.488673 -51.484488)
4062431863,Chloephaga picta,-35.6716,-71.2256,44,212,1108,2986,WGS84,2022-07-13T00:00:00,POINT (-71.2256 -35.6716)
3903249953,Chloephaga picta,-52.568119,-70.07276,44,212,1108,2986,WGS84,2022-08-22T15:02:00,POINT (-70.07276 -52.568119)
3915391295,Chloephaga picta,-54.90473,-67.375967,44,212,1108,2986,WGS84,2022-09-18T17:19:00,POINT (-67.375967 -54.90473)
3915649310,Chloephaga picta,-54.904728,-67.37605,44,212,1108,2986,WGS84,2022-09-18T17:21:00,POINT (-67.37605 -54.904728)
3947242385,Chloephaga picta,-53.108221,-70.879491,44,212,1108,2986,WGS84,2022-10-21T10:48:32,POINT (-70.879491 -53.108221)
3947560351,Chloephaga picta,-53.108362,-70.880387,44,212,1108,2986,WGS84,2022-10-21T10:46:43,POINT (-70.880387 -53.108362)
3947228579,Chloephaga picta,-51.056605,-73.011056,44,212,1108,2986,WGS84,2022-10-23T10:48:50,POINT (-73.011056 -51.056605)
3961209364,Chloephaga picta,-54.90512,-67.374716,44,212,1108,2986,WGS84,2022-10-28T11:16:13,POINT (-67.374716 -54.90512)
3961292535,Chloephaga picta,-54.906095,-67.38764,44,212,1108,2986,WGS84,2022-10-28T11:03:00,POINT (-67.38764 -54.906095)
3961059665,Chloephaga picta,-46.815937,-72.683496,44,212,1108,2986,WGS84,2022-11-01T14:04:00,POINT (-72.683496 -46.815937)
3966591787,Chloephaga picta,-49.254298,-73.761947,44,212,1108,2986,WGS84,2022-11-09T19:14:58,POINT (-73.761947 -49.254298)
3966418843,Chloephaga picta,-53.115732,-70.880653,44,212,1108,2986,WGS84,2022-11-06T13:42:00,POINT (-70.880653 -53.115732)
3966376081,Chloephaga picta,-53.661059,-70.940785,44,212,1108,2986,WGS84,2022-11-12T11:55:00,POINT (-70.940785 -53.661059)
3966693048,Chloephaga picta,-53.661059,-70.940785,44,212,1108,2986,WGS84,2022-11-12T13:44:00,POINT (-70.940785 -53.661059)
3985839591,Chloephaga picta,-51.106247,-72.985322,44,212,1108,2986,WGS84,2022-11-21T09:43:05,POINT (-72.985322 -51.106247)
3986285726,Chloephaga picta,-52.91935,-70.575348,44,212,1108,2986,WGS84,2022-11-22T09:07:25,POINT (-70.575348 -52.91935)
3986243075,Chloephaga picta,-51.106461,-72.987983,44,212,1108,2986,WGS84,2022-11-15T11:20:53,POINT (-72.987983 -51.106461)
3988891361,Chloephaga picta,-51.123516,-73.116278,44,212,1108,2986,WGS84,2022-11-30T15:04:53,POINT (-73.116278 -51.123516)
4006499919,Chloephaga picta,-53.115103,-70.881591,44,212,1108,2986,WGS84,2022-12-15T15:46:46,POINT (-70.881591 -53.115103)
4006675884,Chloephaga picta,-53.163353,-70.907826,44,212,1108,2986,WGS84,2022-12-15T16:10:35,POINT (-70.907826 -53.163353)
4006629022,Chloephaga picta,-53.117669,-70.877405,44,212,1108,2986,WGS84,2022-12-13T09:38:00,POINT (-70.877405 -53.117669)
4006733011,Chloephaga picta,-53.115902,-70.880728,44,212,1108,2986,WGS84,2022-12-13T09:25:00,POINT (-70.880728 -53.115902)
4009713657,Chloephaga picta,-51.212783,-72.964158,44,212,1108,2986,WGS84,2022-12-14T16:37:06,POINT (-72.964158 -51.212783)
4009824197,Chloephaga picta,-53.116222,-70.881393,44,212,1108,2986,WGS84,2022-12-24T14:12:19,POINT (-70.881393 -53.116222)
4014932176,Chloephaga picta,-53.644737,-70.957163,44,212,1108,2986,WGS84,2022-12-27T10:27:39,POINT (-70.957163 -53.644737)
4046405362,Chloephaga picta,-54.934745,-67.525412,44,212,1108,2986,WGS84,2022-12-22T15:52:04,POINT (-67.525412 -54.934745)
3505634444,Chloephaga picta,-53.267757,-68.863686,44,212,1108,2986,WGS84,2021-01-01T00:00:00,POINT (-68.863686 -53.267757)
3613923481,Chloephaga picta,-53.116234,-70.8813,44,212,1108,2986,WGS84,2021-01-01T00:00:00,POINT (-70.8813 -53.116234)
3677861384,Chloephaga picta,-53.214573,-70.94766,44,212,1108,2986,WGS84,2021-01-01T00:00:00,POINT (-70.94766 -53.214573)
3596931559,Chloephaga picta,-33.622143,-70.01548,44,212,1108,2986,WGS84,2021-01-01T00:00:00,POINT (-70.01548 -33.622143)
3633384305,Chloephaga picta,-33.622143,-70.01548,44,212,1108,2986,WGS84,2021-01-01T00:00:00,POINT (-70.01548 -33.622143)
3534608392,Chloephaga picta,-53.116234,-70.8813,44,212,1108,2986,WGS84,2021-01-01T00:00:00,POINT (-70.8813 -53.116234)
3591701816,Chloephaga picta,-53.11978,-70.8795,44,212,1108,2986,WGS84,2021-01-02T00:00:00,POINT (-70.8795 -53.11978)
3596966613,Chloephaga picta,-53.116234,-70.8813,44,212,1108,2986,WGS84,2021-01-01T00:00:00,POINT (-70.8813 -53.116234)
3588624854,Chloephaga picta,-53.116234,-70.8813,44,212,1108,2986,WGS84,2021-01-02T00:00:00,POINT (-70.8813 -53.116234)
3587305198,Chloephaga picta,-53.116234,-70.8813,44,212,1108,2986,WGS84,2021-01-02T00:00:00,POINT (-70.8813 -53.116234)
3591848309,Chloephaga picta,-53.214573,-70.94766,44,212,1108,2986,WGS84,2021-01-02T00:00:00,POINT (-70.94766 -53.214573)
3505068738,Chloephaga picta,-45.88113,-71.70315,44,212,1108,2986,WGS84,2021-01-02T00:00:00,POINT (-71.70315 -45.88113)
3544086281,Chloephaga picta,-53.116234,-70.8813,44,212,1108,2986,WGS84,2021-01-03T00:00:00,POINT (-70.8813 -53.116234)
3504610824,Chloephaga picta,-53.08303,-70.901375,44,212,1108,2986,WGS84,2021-01-03T00:00:00,POINT (-70.901375 -53.08303)
3588893944,Chloephaga picta,-45.265583,-71.49046,44,212,1108,2986,WGS84,2021-01-03T00:00:00,POINT (-71.49046 -45.265583)
3588894062,Chloephaga picta,-53.156258,-70.91918,44,212,1108,2986,WGS84,2021-01-04T00:00:00,POINT (-70.91918 -53.156258)
