gbifID,species,decimalLatitude,decimalLongitude,phylumKey,classKey,orderKey,familyKey,geodeticDatum,eventDate,geometry
3456027552,Caracara plancus,-42.71378,-74.156042,44,212,7191407,5240,WGS84,2022-01-12T12:57:33,POINT (-74.156042 -42.71378)
3456554426,Caracara plancus,-39.989962,-73.074981,44,212,7191407,5240,WGS84,2022-01-13T11:09:00,POINT (-73.074981 -39.989962)
3456268297,Caracara plancus,-39.989962,-73.074981,44,212,7191407,5240,WGS84,2022-01-14T08:51:00,POINT (-73.074981 -39.989962)
3456504728,Caracara plancus,-40.591773,-73.136186,44,212,7191407,5240,WGS84,2022-01-17T15:33:00,POINT (-73.136186 -40.591773)
3466392000,Caracara plancus,-44.989565,-73.720767,44,212,7191407,5240,WGS84,2022-01-27T20:42:00,POINT (-73.720767 -44.989565)
3772472937,Caracara plancus,-41.143738,-72.413081,44,212,7191407,5240,WGS84,2022-01-24T15:40:48,POINT (-72.413081 -41.143738)
3468759941,Caracara plancus,-43.008924,-72.478427,44,212,7191407,5240,WGS84,2022-02-03T18:10:52,POINT (-72.478427 -43.008924)
3468675125,Caracara plancus,-52.535975,-70.1066,44,212,7191407,5240,WGS84,2022-02-02T08:20:00,POINT (-70.1066 -52.535975)
3499356839,Caracara plancus,-41.698535,-72.11627,44,212,7191407,5240,WGS84,2022-02-17T08:51:47,POINT (-72.11627 -41.698535)
3698385739,Caracara plancus,-39.218281,-71.703033,44,212,7191407,5240,WGS84,2022-02-20T16:49:28,POINT (-71.703033 -39.218281)
3712423548,Caracara plancus,-44.220261,-74.22528,44,212,7191407,5240,WGS84,2022-02-26T20:06:16,POINT (-74.22528 -44.220261)
3712631733,Caracara plancus,-39.800974,-73.256612,44,212,7191407,5240,WGS84,2022-02-17T22:18:00,POINT (-73.256612 -39.800974)
3747266525,Caracara plancus,-53.364318,-70.968581,44,212,7191407,5240,WGS84,2022-02-28T15:11:00,POINT (-70.968581 -53.364318)
3747261530,Caracara plancus,-53.364181,-70.968955,44,212,7191407,5240,WGS84,2022-02-28T15:11:00,POINT (-70.968955 -53.364181)
3747269513,Caracara plancus,-53.364319,-70.968612,44,212,7191407,5240,WGS84,2022-02-28T15:11:00,POINT (-70.968612 -53.364319)
3747349544,Caracara plancus,-53.629873,-70.918314,44,212,7191407,5240,WGS84,2022-02-27T20:34:07,POINT (-70.918314 -53.629873)
3759239460,Caracara plancus,-41.949372,-72.372427,44,212,7191407,5240,WGS84,2022-02-20T12:28:00,POINT (-72.372427 -41.949372)
3889164115,Caracara plancus,-42.117993,-73.819966,44,212,7191407,5240,WGS84,2022-02-27T16:29:00,POINT (-73.819966 -42.117993)
3712471739,Caracara plancus,-51.185025,-73.006814,44,212,7191407,5240,WGS84,2022-03-09T08:50:52,POINT (-73.006814 -51.185025)
3747199566,Caracara plancus,-41.946022,-74.023785,44,212,7191407,5240,WGS84,2022-03-12T10:33:00,POINT (-74.023785 -41.946022)
3747314127,Caracara plancus,-29.960665,-71.321702,44,212,7191407,5240,WGS84,2022-03-22T14:14:31,POINT (-71.321702 -29.960665)
3759742103,Caracara plancus,-54.934803,-67.617278,44,212,7191407,5240,WGS84,2022-03-27T08:24:05,POINT (-67.617278 -54.934803)
3759880218,Caracara plancus,-50.935293,-72.72399,44,212,7191407,5240,WGS84,2022-03-05T09:59:00,POINT (-72.72399 -50.935293)
3759573203,Caracara plancus,-51.116255,-72.80859,44,212,7191407,5240,WGS84,2022-03-04T14:41:00,POINT (-72.80859 -51.116255)
3892602859,Caracara plancus,-41.3167,-72.9833,44,212,7191407,5240,WGS84,2022-03-07T16:37:00,POINT (-72.9833 -41.3167)
3963626720,Caracara plancus,-51.115727,-72.991362,44,212,7191407,5240,WGS84,2022-03-21T16:39:00,POINT (-72.991362 -51.115727)
3759433606,Caracara plancus,-43.115376,-73.633147,44,212,7191407,5240,WGS84,2022-04-10T18:48:42,POINT (-73.633147 -43.115376)
3773048578,Caracara plancus,-45.42835,-73.962723,44,212,7191407,5240,WGS84,2022-04-26T09:18:37,POINT (-73.962723 -45.42835)
3785152592,Caracara plancus,-39.958083,-73.596336,44,212,7191407,5240,WGS84,2022-04-17T15:42:00,POINT (-73.596336 -39.958083)
3785057171,Caracara plancus,-39.958106,-73.596314,44,212,7191407,5240,WGS84,2022-04-17T15:42:00,POINT (-73.596314 -39.958106)
3858738869,Caracara plancus,-53.630007,-70.919128,44,212,7191407,5240,WGS84,2022-04-17T14:21:00,POINT (-70.919128 -53.630007)
4080482726,Caracara plancus,-37.806073,-72.703805,44,212,7191407,5240,WGS84,2022-04-02T23:24:00,POINT (-72.703805 -37.806073)
4080457267,Caracara plancus,-27.577415,-70.252879,44,212,7191407,5240,WGS84,2022-04-10T10:08:00,POINT (-70.252879 -27.577415)
3773271829,Caracara plancus,-39.810332,-73.246312,44,212,7191407,5240,WGS84,2022-05-12T14:15:00,POINT (-73.246312 -39.810332)
3872982050,Caracara plancus,-27.63155,-70.9074,44,212,7191407,5240,WGS84,2022-05-03T09:48:00,POINT (-70.9074 -27.63155)
3860033053,Caracara plancus,-53.118844,-70.879171,44,212,7191407,5240,WGS84,2022-06-06T10:46:55,POINT (-70.879171 -53.118844)
4062565432,Caracara plancus,-40.332348,-72.227216,44,212,7191407,5240,WGS84,2022-06-15T16:24:35,POINT (-72.227216 -40.332348)
3860782246,Caracara plancus,-39.382119,-71.970997,44,212,7191407,5240,WGS84,2022-06-25T16:42:02,POINT (-71.970997 -39.382119)
3881927741,Caracara plancus,-39.069731,-73.263911,44,212,7191407,5240,WGS84,2022-06-20T15:00:45,POINT (-73.263911 -39.069731)
