gbifID,species,decimalLatitude,decimalLongitude,eventDate,geometry
3468773149,Aulacomya atra,-42.631526,-74.104902,2022-01-25T12:32:00,POINT (-74.104902 -42.631526)
3705749300,Aulacomya atra,-54.907906,-67.373877,2022-03-03T16:44:54,POINT (-67.373877 -54.907906)
3712438219,Aulacomya atra,-53.655553,-72.258592,2022-03-01T19:55:06,POINT (-72.258592 -53.655553)
4018095735,Aulacomya atra,-36.619157,-72.96367,2022-03-18T18:15:09,POINT (-72.96367 -36.619157)
3902693290,Aulacomya atra,-36.595762,-72.9777,2022-08-26T15:46:53,POINT (-72.9777 -36.595762)
3903512679,Aulacomya atra,-36.592739,-72.973707,2022-08-26T23:56:00,POINT (-72.973707 -36.592739)
3925203611,Aulacomya atra,-36.752824,-73.184223,2022-10-10T15:12:16,POINT (-73.184223 -36.752824)
3966635824,Aulacomya atra,-53.163994,-70.893036,2022-11-10T08:19:00,POINT (-70.893036 -53.163994)
3344054753,Aulacomya atra,-54.951808,-67.033475,2021-08-14T13:09:00,POINT (-67.033475 -54.951808)
3355431440,Aulacomya atra,-54.951476,-67.033599,2021-08-14T12:04:00,POINT (-67.033599 -54.951476)
3384669153,Aulacomya atra,-54.951476,-67.033599,2021-08-14T12:41:00,POINT (-67.033599 -54.951476)
3384862406,Aulacomya atra,-36.638847,-73.092315,2021-09-09T14:42:07,POINT (-73.092315 -36.638847)
3383993713,Aulacomya atra,-36.761029,-73.174388,2021-09-07T14:27:52,POINT (-73.174388 -36.761029)
3384013063,Aulacomya atra,-36.761068,-73.174576,2021-09-15T11:38:47,POINT (-73.174576 -36.761068)
3384290724,Aulacomya atra,-36.710175,-73.114136,2021-09-13T16:07:00,POINT (-73.114136 -36.710175)
3802410683,Aulacomya atra,-36.541217,-72.933845,2021-10-01T15:37:26,POINT (-72.933845 -36.541217)
3415962862,Aulacomya atra,-37.07636,-73.159904,2021-11-18T21:26:00,POINT (-73.159904 -37.07636)
3415526869,Aulacomya atra,-36.766545,-73.175059,2021-11-19T18:35:00,POINT (-73.175059 -36.766545)
3466092886,Aulacomya atra,-53.68224,-70.943306,2021-12-08T00:00:00,POINT (-70.943306 -53.68224)
3983094283,Aulacomya atra,-43.723557,-72.83234,2021-12-01T00:00:00,POINT (-72.83234 -43.723557)
3983094295,Aulacomya atra,-43.723557,-72.83234,2021-12-01T00:00:00,POINT (-72.83234 -43.723557)
3983094293,Aulacomya atra,-43.723557,-72.83234,2021-12-01T00:00:00,POINT (-72.83234 -43.723557)
3983094292,Aulacomya atra,-43.723557,-72.83234,2021-12-01T00:00:00,POINT (-72.83234 -43.723557)
3983094291,Aulacomya atra,-43.723558,-72.83234,2021-12-01T00:00:00,POINT (-72.83234 -43.723558)
3983094289,Aulacomya atra,-43.723566,-72.83234,2021-12-01T00:00:00,POINT (-72.83234 -43.723566)
3983102303,Aulacomya atra,-43.723566,-72.83234,2021-12-01T00:00:00,POINT (-72.83234 -43.723566)
3983102302,Aulacomya atra,-43.723566,-72.83234,2021-12-01T00:00:00,POINT (-72.83234 -43.723566)
3983102301,Aulacomya atra,-43.723566,-72.832341,2021-12-01T00:00:00,POINT (-72.832341 -43.723566)
3983102333,Aulacomya atra,-43.723566,-72.832347,2021-12-01T00:00:00,POINT (-72.832347 -43.723566)
3983102332,Aulacomya atra,-43.723567,-72.832352,2021-12-01T00:00:00,POINT (-72.832352 -43.723567)
3983102331,Aulacomya atra,-43.723567,-72.832352,2021-12-01T00:00:00,POINT (-72.832352 -43.723567)
3983102330,Aulacomya atra,-43.723571,-72.832352,2021-12-01T00:00:00,POINT (-72.832352 -43.723571)
3983102329,Aulacomya atra,-43.723575,-72.832352,2021-12-01T00:00:00,POINT (-72.832352 -43.723575)
3983102327,Aulacomya atra,-43.723575,-72.832352,2021-12-01T00:00:00,POINT (-72.832352 -43.723575)
3983102325,Aulacomya atra,-43.723575,-72.832352,2021-12-01T00:00:00,POINT (-72.832352 -43.723575)
